Compound Name,Formula,Mass,RT,CAS ID,Eva_pos_01,Eva_pos_02,Eva_pos_03,Eva_pos_04,Eva_pos_05,Eva_pos_06,Eva_pos_07,Eva_pos_08,Eva_pos_09,Eva_pos_10,Eva_pos_11,Eva_pos_12,Eva_pos_blank01,Eva_pos_blank02,Eva_pos_blank03,Eva_pos_QC00,Eva_pos_QC01,Eva_pos_QC02,Eva_pos_QC03,Eva_pos_QC04
lia600_pos,,774.4785,1.51,,742353.4514,,,,,,,,,,,177026.5356,,,,76586.82492,110937.3662,90231.98338,121553.3712,116185.1844
lia602_pos,,707.5031,6.83,,64116.75916,,67028.54673,53141.86555,58360.65937,67572.74225,53338.85189,58236.4095,79564.44309,67039.58601,67330.19918,65317.24272,80207.07257,90402.03679,84182.49548,74102.2622,64072.04575,65235.08013,,58654.83406
lia606_pos,,922.7385,11.53,,96948.19817,89669.63697,76230.90504,82489.90453,80132.13696,83700.83494,80065.56181,85574.1239,83647.71942,81353.98134,71209.53153,61833.48017,76261.84001,75586.74082,67968.81162,77408.68365,66415.85286,86434.87712,81279.81328,82740.78566
lia613_pos,,828.3841,2.28,,,73457.15345,,77839.14791,,70589.6612,,72405.98273,,73150.02968,,66840.27314,,,,66852.26971,61070.2102,59480.73157,58991.99021,58784.35146
lia619_pos,,380.3268,1.25,,57323.45691,59670.71045,56448.35731,55808.4928,59062.60473,58272.36599,52953.2315,56986.30612,64749.32305,55182.22991,59213.00948,55002.08294,75940.82353,67469.10019,63657.82329,67493.37474,59613.14568,55467.62968,53064.26605,53784.29703
lia62_pos,,950.6652,4.88,,995425.2486,264405.041,768110.5606,211179.361,574790.7995,110423.9952,625840.0909,153218.6783,795795.1301,93828.63692,357653.8977,180838.6884,,,,456980.7277,434066.9094,420152.5287,399767.5634,398076.3124
lia626_pos,,882.7103,11.28,,72157.28784,73720.43705,76877.92888,69409.07201,78380.99827,77809.65425,73465.88026,74123.85011,74578.55957,72391.76161,68659.08341,70448.87104,107445.7335,90971.39372,80779.17938,71314.00099,77739.71195,76737.42361,74215.41041,72964.13417
lia63_pos,,568.4253,7.72,,899737.5307,1037598.15,979934.9172,1003645.657,1042411.665,1087579.133,1010812.4,999344.2547,971179.6276,1021956.808,984291.8817,864294.5418,1497572.193,1306037.902,1214926.853,873394.1548,799690.2961,1057101.748,991848.9045,1041553.164
lia64_pos,,1467.0013,4,,1060878.946,60718.87897,825518.9364,37360.90548,663693.2536,32733.06268,658901.4781,34868.461,1002404.502,32131.97538,530548.5074,42237.57392,,,,464382.9406,430508.6986,390275.0034,360322.7892,349779.4669
lia641_pos,,490.2926,1.13,,72305.99735,72422.85724,58793.06093,63096.32494,70757.88607,60492.49323,74193.82706,60166.92726,87416.73775,75460.66094,70040.54811,59508.50415,106579.6147,83558.80124,82105.08342,85714.10463,70658.74728,71895.43066,66065.70295,68387.35046
lia642_pos,,564.3622,1.05,,79032.25331,68117.13834,77274.52825,71702.66973,79265.99816,74456.70869,68787.0875,75388.47322,74884.8865,66399.71496,74367.50328,76580.75685,107625.7333,87182.08416,85621.32241,85805.75845,66787.67822,82169.55286,80222.81408,72619.1872
lia65_pos,,606.4611,6.73,,584388.9248,462975.6201,505512.9889,385656.745,399017.435,302021.0579,390915.9249,336334.9717,528267.0042,249079.4324,307598.3854,282613.4568,,,,400459.8601,366569.1295,389942.2621,396315.6535,397820.9779
lia66_pos,,1198.7664,7.12,,540905.5293,523016.1057,527455.9102,518430.0023,528435.2924,530771.9658,539721.759,537661.0418,542338.0172,498989.309,535483.3143,519434.9986,796660.135,679400.1126,671794.1623,531954.9674,491235.4418,498189.7723,486865.7647,487894.391
lia679_pos,,800.6343,10.38,,79808.91346,79611.78189,77268.48331,80154.20681,79423.12921,76964.34875,77153.26341,74166.31005,80096.18953,79110.66731,73176.28754,73737.67825,104755.7993,84192.73376,88814.94962,72337.87366,74584.4924,79676.02058,69938.15378,79390.39849
lia68_pos,,380.2896,3,,216616.0788,1008633.681,982339.8524,1007465.057,147354.063,812523.406,660137.2625,1037889.037,169827.643,903859.7522,793492.4232,347405.8639,115604.5269,109559.0928,77949.48109,406571.2865,310550.3472,717093.9522,712114.5014,820738.1496
lia69_pos,,396.2873,1.09,,738530.3187,784714.1395,768566.1444,752988.8512,779320.7219,777224.3775,706430.236,789159.4666,759575.1769,717467.3232,759295.7539,729751.9617,1111346.619,899288.2801,910230.9542,873879.506,755202.0839,761360.6797,751152.6019,749272.0583
lia7_pos,,457.3405,1.03,,5838191.487,5974558.496,5965546.978,5726124.762,5980247.578,5933827.387,5490120.755,6161958.56,5954973.776,5556856.738,5911584.895,5773365.23,8796987.288,7221178.495,7201014.229,7033422.063,6055946.934,5978273.693,5851660.731,5804026.413
lia70_pos,,930.5681,4.89,,737784.682,705958.8549,771841.7206,687318.5329,758746.0727,599250.7676,782235.8835,644472.5905,792744.3872,580200.8462,694454.9101,632770.797,,,,788222.3621,741022.3278,726256.6844,731043.8701,736915.1814
lia71_pos,,411.3812,1.3,,484898.5777,484140.548,551228.0842,414900.5088,649485.7391,475767.7815,542342.5535,373678.6801,613023.442,509385.3043,709004.6657,378895.5502,,,,648660.9332,543716.3758,569689.9126,561843.689,518003.0233
lia73_pos,,606.3842,6.85,,536710.5165,550493.0506,547169.1146,535261.4609,555249.1193,588868.7299,556854.9668,608717.5936,602162.2199,593503.6747,570485.0312,575689.3509,999736.1963,845721.6772,810466.0136,613112.917,572017.8745,561196.9248,551948.9463,524769.0067
lia732_pos,,786.6171,10.16,,73016.59491,78685.77112,67877.93627,67186.57311,60288.24579,72653.0142,64780.15304,66980.39064,68150.19537,68813.49445,69967.59661,52651.88722,96121.75283,82736.77231,78961.38309,,62842.42654,74406.93028,65778.16313,69281.61759
lia74_pos,,938.5887,4.65,,311524.9216,457179.6143,378213.6498,461992.9994,392680.8943,516590.4339,361306.6511,517936.7483,374395.6556,503154.0061,465856.5876,464980.1194,760255.6045,668387.9031,662276.3377,454717.3936,423635.1053,418686.9097,428955.4434,400259.9261
lia75_pos,,646.4509,9.13,,634386.4156,606900.2982,397739.9063,428143.3408,559983.9804,397360.8389,771666.5057,502010.1964,542300.7998,160444.5071,536055.6071,473569.6169,521257.1419,494641.9311,556473.3682,511311.4363,478681.0838,481034.4949,446694.0259,426456.8657
lia76_pos,,550.4951,6.74,,869285.0903,510556.9685,571762.177,327026.8998,427839.5695,273151.0196,402944.3321,275302.6497,783730.099,181585.731,282556.5063,245575.5794,,,,365168.1186,348322.6328,403915.7029,407024.6537,402631.9941
lia77_pos,,1234.8369,7.12,,392158.8928,366846.5566,377413.7153,363726.2933,371768.5104,383939.7901,384213.5808,387450.5944,391750.9712,346658.7316,382062.6741,371394.7675,569598.1888,487889.8216,496928.2255,377191.1755,352858.6506,354684.4854,342733.3565,333407.3002
lia78_pos,,856.5907,5.05,,540928.5255,636913.3587,615991.9886,620184.4795,612214.241,651943.0531,570579.2154,661763.6532,613786.6925,597359.6659,621669.9683,652707.3686,1077029.312,998991.814,956184.9508,697676.7659,637957.5034,608416.6307,615800.8506,617950.395
lia79_pos,,392.2895,3.53,,351686.589,624106.0487,388056.5773,691815.97,481364.523,868281.3353,430415.3795,781552.7584,356297.8581,627812.5394,424085.8825,662730.7129,816254.3653,720173.7173,802476.4311,540518.5854,477711.5792,513636.6079,502093.1953,466593.4281
lia8_pos,,501.3669,0.98,,5657313.148,5702878.669,5733855.815,5501748.548,5754161.725,5657540.154,5194173.551,5911838.547,5730388.769,5340418.69,5667091.462,5516434.682,8364214.679,6794018.858,6908074.839,6863960.096,5817014.113,5741848.509,5593910.442,5627476.381
lia80_pos,,330.184,1.39,,406208.9172,497861.4253,500780.3941,471318.2508,503100.8487,518982.8244,469778.8761,541577.6688,489658.2898,462759.4705,488485.1877,486019.4331,826341.0437,671369.8864,692412.2523,570555.9757,484556.8724,467839.2265,447380.0229,443675.3906
lia81_pos,,390.2765,3.44,,368849.3532,369050.0861,322861.9556,371660.7521,329793.2684,402342.5654,287685.5714,374425.6392,375698.0034,387806.5776,365143.5712,386140.1164,574638.2781,500959.8776,522140.98,404987.438,367747.9224,325104.9764,307094.9561,303393.2386
lia82_pos,,348.2295,1.96,,453426.1322,489889.0589,459105.638,451661.9147,532879.1547,521940.9223,375676.6828,472809.5437,830190.148,518140.5181,413469.0913,440812.8277,,,,549756.6302,471759.6878,468690.0661,459192.1694,452555.9191
lia83_pos,,894.5683,4.5,,712993.7041,759944.8593,762820.0108,657309.4285,789765.8614,527250.3117,745092.7691,546529.0195,711313.2971,386585.2579,535025.418,574245.5011,,,,724513.9404,674998.1217,680416.4769,672916.5203,664723.7141
lia84_pos,,674.2534,2.61,,476860.298,598897.4901,630490.4318,560411.7647,597418.5054,577183.9728,558455.4264,596094.6151,552706.0862,589017.015,531114.6088,525116.7637,1110938.644,931411.8375,737496.7202,597980.6441,541257.6141,561357.6635,563956.7381,568869.4046
lia842_pos,,404.192,2.17,,70862.63068,,78845.10989,,82470.21375,,68839.27067,,82438.65305,,79997.21435,,,,,19652.91855,18045.92508,18872.91211,,
lia85_pos,,782.4894,6.84,,372164.8526,309111.1706,375525.5981,375678.7255,403359.1836,430099.4625,443288.3948,503012.0389,417067.3785,388488.8451,394395.6937,650241.3407,778096.065,807395.1889,888889.5759,668167.7456,666256.6446,382290.0471,369263.9967,340402.2967
lia86_pos,,902.5365,4.31,,463396.5705,425347.4337,530594.6844,425296.4225,512498.2075,335186.6178,488703.5912,372305.9268,545599.9473,304131.7912,484137.6842,397708.5786,,,,525881.9361,481187.207,482500.4112,479246.1141,488297.5912
lia88_pos,,954.5623,4.66,,242081.5803,427152.2953,324089.7058,490953.1078,337791.5175,577637.9556,335971.3382,560089.9855,317110.0769,571236.402,456349.2722,480148.8663,1703919.491,1430538.104,1366563.141,427711.8015,399800.8593,393955.6353,400964.825,404777.2042
lia89_pos,,550.3727,1.25,,429864.5929,675327.7565,415501.2072,443777.6298,461994.1554,623478.4475,395276.2901,483255.9578,423812.3015,526401.5338,438731.8209,442241.914,677326.8438,623807.4858,609708.084,593613.4941,520118.8389,503494.1891,487565.7015,497570.6446
lia9_pos,,914.5956,4.89,,6820223.044,4586105.511,6397131.236,4292247.838,5800015.759,3393625.064,6126067.707,3844351.384,6607867.091,3233371.592,4965331.608,3983482.4,,,,5696036.164,5360454.568,5282959.205,5206217.753,5195123.814
lia91_pos,,375.3099,1.31,,388911.3551,322820.9559,486233.9459,367774.7006,455355.8246,335382.3481,450585.8876,365519.3711,549373.7253,347473.4609,544112.9542,301084.3511,,,,499540.6985,434835.0024,419434.109,422796.2805,438387.4883
lia92_pos,,402.2248,1.1,,320222.6258,337091.5485,276745.9162,295788.5134,368092.6601,313170.9508,406439.5015,395545.6034,327462.4728,288802.2026,351703.3035,310667.3967,519223.3497,430729.1525,509021.3275,381209.4678,322800.3695,317340.9375,298929.939,321214.0585
lia93_pos,,990.6542,4,,237457.8082,313003.946,324653.6261,308188.4059,299545.6957,336992.9528,300081.0114,352133.9457,306509.7502,314350.0569,366584.9893,298615.4921,111503.3025,100586.1805,99398.47169,382108.3004,344066.1974,342042.4935,331408.1918,336384.5912
lia95_pos,,1193.8102,7.12,,301390.902,266778.3907,284350.8137,267796.3754,281591.7161,286917.4953,293012.1048,296847.8873,310889.9758,267503.5587,292130.6007,288826.5898,473129.795,397678.5246,405037.4829,294444.8895,272284.553,268250.253,251197.8572,243619.556
lia96_pos,,881.6039,4.3,,389794.8579,242574.5077,382363.5363,243185.2495,347931.5298,212800.9358,375702.6541,248292.0766,464309.9126,180790.606,332039.6001,292706.6237,,,,408413.2029,383720.5923,329135.5947,308466.417,289265.746
lia97_pos,,694.3835,2.4,,394046.9313,540219.439,523490.4866,514945.9995,481863.452,522800.5855,485742.7935,548894.5795,485499.5078,497882.0217,519466.0675,437985.5839,978765.7967,802314.8025,798971.9568,530987.5291,474356.1942,494127.6382,480550.0887,488569.9105
lia98_pos,,279.2555,1.74,,1149803.819,629154.4361,1148637.62,506518.5595,992835.2196,636353.3497,957755.645,951174.7944,1081809.881,706168.5918,882329.4244,2480696.513,,,,1165351.212,997912.6736,1059833.867,1006854.815,1001965.131
lia99_pos,,335.3173,1.3,,436726.3306,284573.6229,462276.7898,281992.6631,428581.5838,299397.444,381954.9574,296260.6374,566980.716,305486.1828,481312.8265,272667.8703,,,,443720.2479,389309.2876,394926.9592,376189.1894,372817.1092
SM d36:2(d9)(IS)|SM_d d18:1/18:1+D9 _2_lia58_pos,,737.6386,4.62,,598483.5938,608598.932,622372.5707,537728.3502,605508.7082,642386.9993,539391.9027,646098.204,629993.4962,550224.5274,601527.6755,598322.4492,859111.459,844304.715,829350.8228,686376.9611,633203.6049,613934.8644,565244.4552,583259.8176
TG 48:1(d7)(IS)|TG_d 15:0/18:1+D7/15:0 _2_lia186_pos,,833.7458,10.94,,201781.1257,181142.4555,219287.7238,195511.5569,208395.2681,193537.9877,199244.5384,201300.1034,181479.4648,176232.5197,195569.501,163504.4658,281043.9363,224255.0686,235071.1205,174675.7768,164963.019,182221.1079,169627.4675,164485.2009
LPC 18:1(d7)(IS)|LPC_d 18:1+D7 _2_lia51_pos,,528.3912,1.25,,850856.9826,939049.6495,925584.2362,873922.4552,915156.0135,988726.0288,801849.1735,1009819.378,981525.923,899669.563,925052.9719,979096.2976,1443820.73,1351835.583,1347699.651,1184134.494,1014378.272,975107.8024,946631.0502,922951.4988
PC 33:1(d7)(IS)|PC_d 15:0/18:1+D7 _2_lia6_pos,,752.6067,5.04,,5173923.268,5310847.183,5436444.311,4956375.753,5232037.514,5585658.827,4761855.518,5921787.759,5689801.754,4943488.135,5446415.729,5554880.029,7949850.886,7833202.603,7965781.035,6190791.804,5728642.017,5529656.077,5234793.652,5085970.857
LPC 20:0|LPC 20:0 _2_lia310_pos,,551.3942,1.87,,139368.5973,109178.3772,152163.5233,118324.7706,131621.0883,121725.417,130343.3061,85537.50425,138402.5276,77554.70964,153870.0485,88783.84472,,,,159686.4083,119586.8617,145889.2959,135630.8066,120447.4446
PE 33:1(d7)(IS)|PE_d 15:0/18:1+D7 _2_lia322_pos,,710.5582,5.21,,69528.23842,70764.05516,72519.32921,68776.36012,65396.85862,75490.69468,63663.4598,80465.13027,74004.06106,67098.09764,77172.35431,75691.10302,129871.2185,121769.8131,123011.1199,82176.13366,73472.44837,70117.76354,69874.39888,62811.2406
TG 44:0|TG 14:0/14:0/16:0 _2_lia630_pos,,772.6533,10.45,,47817.98595,49271.19583,95679.35772,65857.52929,54404.13781,56075.26654,,45079.46123,50419.64224,45957.31078,106141.2392,,66921.39641,156056.1278,48985.78283,53179.91047,56017.59484,54444.14114,47472.35379,60873.56865
TG 45:0|TG 14:0/15:0/16:0 _2_lia601_pos,,786.6664,10.64,,93213.76184,104070.6167,128698.7777,132224.4841,116871.714,97652.1615,112361.5747,114249.2588,136274.6118,100520.7881,57503.66181,96699.1193,177547.9754,121138.3777,153146.8931,131200.1889,111971.2605,126476.148,137099.6875,95324.71032
TG 48:2|TG 16:0/16:1/16:1 _2_lia528_pos,,819.7282,10.76,,98362.06568,60222.8248,60398.10871,65510.85377,54519.76895,65112.38373,51155.81122,65372.89603,54661.73504,66965.2705,59415.12127,59851.45113,86787.89066,69898.95998,81636.64663,61100.80241,58346.4167,52767.45324,96550.99317,86208.44976
TG 48:3|TG 16:1/16:1/16:1 _2_lia503_pos,,822.6727,10.48,,110592.9634,114823.9554,109400.9623,106936.9452,101985.6443,108042.9417,108798.2902,107816.5462,105556.0265,109839.7894,109216.4101,98743.36243,149551.2786,131804.4806,119164.815,104536.9908,101483.3326,109241.7078,110758.6479,106116.1575
TG 45:1|TG 14:0/15:0/16:1 _2_lia605_pos,,784.654,10.38,,61370.77808,62153.94238,,66908.39566,66931.06091,67500.84991,63818.61464,61557.60705,65348.82447,57083.77492,70542.9973,58429.16443,85777.27858,72996.60422,75061.87816,67282.56514,60329.74733,57284.77034,67733.22171,65934.85729
