RT [min],CCS,m/z meas.,Original annotation,Molecular Formula,Annotations,AQ,Name for process,Ions,ID library,Positive id forms,Positive id forms formatted,ID confidence,Annotation Source,mSigma,MS/MS score,mz,BlankC1,BlankC2,BlankC3,BlankC4,BlankC5,BlankC6,QC01,QC02,QC03,E3,E6,F3,F5,F4,E2,QC04,F2,F1,F6,E5,E4,E1,QC05
3.84,298,816.61174,PC O-36:2,C44H86NO7P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20112,PC O-36:2_816.612_3.84_[M+HCOO]-_Medium,[M+HCOO]-,Lipid Species,2,2,Medium,,175.4,734.6,-0.309,939,0,0,888,0,812,345974,322937,309616,310926,336695,389313.4,412674,445922,299118,325975,330263,303612,454096,344109,342331,287819,336863
2.67,284.1,804.51634,PC O-36:8,C44H74NO7P,Lipid Species,10112,PC O-36:8_804.516_2.67_[M+HCOO]-_low,[M+HCOO]-,Lipid Species,1,1,low,,124.9,686.3,-2.507,0,0,0,0,0,0,98887,91608,103732,114641,117647,111777.4,113765,101449,124138,99675,128891,106962,107820,86415,107648,78254,98516
3.69,301,842.62748,PC O-38:3,C46H88NO7P,Lipid Species,20212,PC O-38:3_842.627_3.69_[M+HCOO]-_High,[M+HCOO]-,Lipid Species,3,3,High,,29.5,749.1,-0.791,540,0,0,0,403,318,0,173496,161432,171351,165551,178521.4,188165,162816,187202,181598,174295,155210,212121,152384,167828,143121,192022
4.66,309.6,874.69152,PC O-40:1,C48H96NO7P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20212,PC O-40:1_874.692_4.66_[M+HCOO]-_High,[M+HCOO]-,Lipid Species,3,3,High,,16.7,651.5,0.998,498,0,620,352,0,340,265165,256768,281726,320537,283481,238971.6,328364,348205,265946,285307,301111,0,217178,247299,302575,243781,313309
3.76,308.3,892.64337,PC O-42:6,C50H90NO7P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20112,PC O-42:6_892.643_3.76_[M+HCOO]-_Medium,[M+HCOO]-,Lipid Species,2,2,Medium,,130.8,743.9,0.084,0,0,539,0,0,0,70263,89015,69666,87836,90776,86979.2,90471,79902,86293,73036,81395,65949,117179,84668,92134,79521,77566
2.08,256.1,622.40693,PC O-9:0_13:1,C30H60NO7P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",10112,PC O-9:0_13:1_622.407_2.08_[M+HCOOH-H]-_low,[M+HCOOH-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,56.3,589.5,-3.171,0,0,0,0,0,0,29964,29836,38738,42248,34240,37984,37407,38418,47063,37623,53157,24652,36286,30759,36206,34436,35411
2.99,257.9,662.47564,PE 14:0_16:0,C35H70NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20121,PE 14:0_16:0_662.476_2.99_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,52.9,923,-1.496,0,0,0,0,0,0,85189,89133,101380,71662,88001,88402,92455,91144,67089,74574,92800,80982,84629,94607,71321,84240,68969
2.69,264.7,710.4754,PE 14:0_20:4,C39H70NO8P,"Lipid Species, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20111,PE 14:0_20:4_710.475_2.69_[M-H]-_low,[M-H]-,Lipid Species,1,1,low,,63.2,655,-1.722,0,0,0,0,0,0,63803,78345,63316,65730,68833,78520,88189,79727,70539,72918,70447,68834,85403,86707,67775,63278,75785
3.02,262.5,688.49215,PE 16:0_16:1,C37H72NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20211,PE 16:0_16:1_688.492_3.02_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,12.1,666.2,-0.181,0,0,0,0,0,0,334434,369015,335504,273662,322529,366109,372802,407663,300358,344785,301793,300560,447727,459136,318314,334067,353429
3.76,270.4,718.53831,PE 16:0_18:0,C39H78NO8P,"Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species",20211,PE 16:0_18:0_718.538_3.76_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,30.2,651.9,-0.929,0,0,0,0,0,0,383849,406711,450811,251569,416413,297707.6,350318,357811,198676,418208,324500,336921,118988,386917,412635,423413,414886
3.39,268.9,716.52458,PE 16:0_18:1,C39H76NO8P,"Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species",20211,PE 16:0_18:1_716.525_3.39_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,14.2,623.8,1.359,2013,1809,2077,0,1226,1064,2069211,1803448,1956098,1840393,1860701,1778784.2,1683986,1782138,1894229,1865551,1976009,1878694,1573094,1965236,1874572,2215089,1991909
3.31,272.6,740.52203,PE 16:0_20:3,C41H76NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Lipid Species",20211,PE 16:0_20:3_740.522_3.31_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,30.6,684.2,-1.443,0,0,0,0,0,0,106448,113845,128168,103469,105099,105758.8,88607,96455,126856,107373,142056,109029,92647,133085,115546,129094,134366
3.01,271,738.507,PE 16:0_20:4,C41H74NO8P,"Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20211,PE 16:0_20:4_738.507_3.01_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,31.9,787.6,-1.439,0,0,0,0,0,0,609981,589656,591513,475912,637656,619901,675528,625560,475798,600835,539089,630481,628847,646736,512909,555968,578930
2.74,260.6,686.47684,PE 16:1/16:1,C37H70NO8P,"Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20211,PE 16:1/16:1_686.477_2.74_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,12.2,627.7,0.31,0,0,0,0,942,0,252296,219602,244942,214624,296225,209176.8,205104,232014,251301,250500,223389,133894,251483,404558,253796,243333,246010
3.06,266.9,714.50798,PE 16:1_18:1,C39H74NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE 16:1_18:1_714.508_3.06_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,19.8,907.6,0.172,0,0,0,0,0,0,754589,786859,771688,726468,759419,677394,659693,676043,815076,784333,735065,619986,696183,729339,787811,821109,801474
2.72,268.8,736.49161,PE 16:1_20:4,C41H72NO8P,"Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species",20221,PE 16:1_20:4_736.492_2.72_[M-H]-_High,[M-H]-,Lipid Species,3,3,High,,28,869.6,-0.911,0,0,0,0,0,0,468244,491628,396952,448865,482747,402694.8,405727,409442,491367,469520,478276,365422,354607,492116,487755,468320,445742
2.53,267.7,734.47547,PE 16:1_20:5,C41H70NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10121,PE 16:1_20:5_734.475_2.53_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,71.7,839.7,-2.272,0,0,0,0,0,0,77337,80529,72775,75036,75758,77182.2,94967,74252,64377,73840,58192,73845,84655,0,74400,75322,85186
3.27,269.9,728.5217,PE 17:1_18:1,C40H76NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",10221,PE 17:1_18:1_728.522_3.27_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,28.8,922.5,-2.345,0,0,0,0,0,0,75254,73624,78925,69333,74658,74328.2,70952,73728,72457,78476,67443,76607,82911,87910,63904,82278,69600
3.97,279,758.56916,PE 18:0_19:1,C42H82NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE 18:0_19:1_758.569_3.97_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,36.7,707.8,-1.973,0,0,0,0,0,0,157199,162684,157461,143558,156066,133682.2,144790,170015,139811,163150,155252,115111,83243,164917,178286,166938,152923
3.42,273.7,742.54026,PE 18:1/18:1,C41H78NO8P,"Lipid Species, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20111,PE 18:1/18:1_742.54_3.42_[M-H]-_low,[M-H]-,Lipid Species,1,1,low,,65.9,708.4,1.383,901,0,1269,992,0,947,4495237,4442510,4780843,4132319,4459527,4098422.6,3932442,4306913,4709347,4776223,4709248,4130399,3413111,4544123,4421501,4337052,4372976
3.11,271.6,740.52303,PE 18:1_18:2,C41H76NO8P,"Lipid Species, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20211,PE 18:1_18:2_740.523_3.11_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,28.5,674.7,-0.764,0,0,0,0,0,0,497598,0,616970,506479,544029,435480.4,567410,577172,493174,616500,0,565523,467297,589368,0,541293,530148
3.15,272.1,740.52292,PE 18:1_18:2,C41H76NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20221,PE 18:1_18:2_740.523_3.15_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,42.8,907,-0.188,0,0,0,0,0,0,544943,574044,554197,585705,586739,284917.4,0,0,685202,557011,552893,461232,410462,569589,602522,708407,547313
3.57,276.6,756.55372,PE 18:1_19:1,C42H80NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE 18:1_19:1_756.554_3.57_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,33.9,877.9,-1.533,567,0,0,0,0,0,205637,193048,198256,189130,177306,169965.6,158280,185601,202180,194432,185071,171296,149580,178401,171205,211658,168469
3.78,280.7,770.57001,PE 18:1_20:1,C43H82NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE 18:1_20:1_770.57_3.78_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,32.8,857.6,-0.669,0,0,0,0,0,0,817650,881897,902228,814732,836418,785973.6,848724,834880,850064,892436,859939,754018,632307,738642,802047,776503,839035
3.96,283.3,784.58509,PE 18:1_21:1,C44H84NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE 18:1_21:1_784.585_3.96_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,28,718.2,-1.693,0,0,0,0,0,0,113346,126117,121761,111600,102663,100367.8,110813,121019,106336,111151,115934,89863,64210,109663,112854,103112,127093
4.14,286.1,798.60156,PE 18:1_22:1,C45H86NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE 18:1_22:1_798.602_4.14_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,28.6,791.9,-0.185,0,0,0,0,0,0,624914,616747,688404,713021,554299,530738.8,565704,679217,592757,641181,588838,476400,343535,537760,675051,602655,689188
3.84,285.1,796.58533,PE 18:1_22:2,C45H84NO8P,"Lipid Species, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20211,PE 18:1_22:2_796.585_3.84_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,34.8,608.6,0.059,14133,14411,0,16161,18138,16534,313014,301918,328980,302796,326220,263165.4,289446,331201,327320,330060,285653,215264,194263,323434,344170,375387,334237
3.3,281.3,792.55308,PE 18:1_22:4,C45H80NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",10222,PE 18:1_22:4_792.553_3.3_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20.1,905.9,-2.374,0,0,0,0,0,0,421409,470140,520025,531434,486035,368101,321042,329520,654943,454037,417708,447903,324332,565287,553298,620522,470126
5.24,305,882.69471,PE 18:1_28:1,C51H98NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20212,PE 18:1_28:1_882.695_5.24_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,35,694.7,-1.301,0,0,0,0,0,0,14995,14618,14495,11207,10194,9097.4,8779,15041,5963,14731,12464,7488,1715,8354,13564,10578,13889
4.88,322.4,938.75886,PE 18:1_32:1,C55H106NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20211,PE 18:1_32:1_938.759_4.88_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,40.4,678.9,0.34,0,0,0,0,0,0,77618,98857,89289,85324,91336,97213.2,106874,116048,75133,82117,128834,67679,66631,69443,107197,77278,92670
5.19,332.2,992.80639,PE 18:1_36:2,C59H112NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20212,PE 18:1_36:2_992.806_5.19_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,31,657.8,1.246,0,0,0,0,0,0,51148,47720,52375,52483,51377,50189,54100,61043,34151,47743,67694,41840,26268,39362,56399,35865,41285
4.71,333.3,1012.77406,PE 34:1_22:6,C61H108NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20111,PE 34:1_22:6_1012.774_4.71_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,166.7,645,1.257,0,0,0,0,0,0,110578,93050,114398,98076,120993,108562.6,101760,127268,52107,107144,140331,102271,71183,88886,112960,74828,98542
3.58,263.7,674.51095,PE O-16:1_16:0,C37H74NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10121,PE O-16:1_16:0_674.511_3.58_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,60.9,925.4,-2.806,0,0,0,0,0,0,106951,105728,111940,72784,94555,96297.8,92298,115678,71797,99464,111937,105941,55635,86496,82215,103262,98169
3.61,268.1,700.52856,PE O-16:1_18:1,C39H76NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-16:1_18:1_700.529_3.61_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,31.9,833.6,-0.396,0,904,0,0,0,902,906308,913413,933927,751300,909412,895888,891045,997190,758196,899174,963843,876720,750642,853215,743140,753029,972001
3.31,266.6,698.51162,PE O-16:1_18:2,C39H74NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10121,PE O-16:1_18:2_698.512_3.31_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,53.2,912.6,-2.055,0,0,0,0,0,0,101346,105306,120124,100985,112484,122133.6,120273,112346,103096,111645,116903,123995,137151,112865,102845,102474,131721
3.45,269.5,712.528,PE O-16:1_19:2,C40H76NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20111,PE O-16:1_19:2_712.528_3.45_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,86.4,641.9,-0.926,0,0,0,0,0,0,29928,28218,23441,21318,25345,27869.2,25831,33245,22644,29050,29500,26907,23863,25878,27640,20856,35869
3.5,272.3,724.52763,PE O-16:1_20:3,C41H76NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20211,PE O-16:1_20:3_724.528_3.5_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,36.7,570,-1.469,0,0,0,0,0,0,334380,348297,329566,300178,263616,346691.8,336984,379017,274199,335919,465562,267855,284041,257875,292736,260145,350599
3.24,270.6,722.51251,PE O-16:1_20:4,C41H74NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-16:1_20:4_722.513_3.24_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,27.8,962.2,-0.704,0,0,0,0,0,0,521722,483180,566153,459726,591576,374492.2,703448,634674,0,669721,534339,0,0,0,479287,603800,526476
3.78,278.8,752.55983,PE O-16:1_22:3,C43H80NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20211,PE O-16:1_22:3_752.56_3.78_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,41.5,540.6,-0.29,0,0,0,0,0,0,533640,628604,576144,519768,589055,592338.4,679832,647280,524635,617344,595090,564298,475192,555412,547006,506113,565562
3.08,274.7,746.51353,PE O-16:1_22:6,C43H74NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-16:1_22:6_746.514_3.08_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,27,882.1,0.669,0,0,0,0,0,0,1030779,1223343,1216881,951977,1280656,1211629.8,1262379,1238216,1011541,1139398,1238566,1244746,1074242,1085069,1110006,984821,1152460
3.34,280.2,774.5431,PE O-16:1_24:6,C45H78NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20211,PE O-16:1_24:6_774.543_3.34_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,39.8,642.7,-1.055,0,0,0,0,0,0,319308,293320,312448,295711,297528,267287.2,255258,265964,387061,305753,315160,305835,194219,305537,273129,314060,338757
3.72,270.7,714.54298,PE O-17:1_18:1,C40H78NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10121,PE O-17:1_18:1_714.543_3.72_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,69.7,862.2,-2.24,0,0,0,0,0,0,66789,55282,60507,59959,63214,59791,75451,65250,53796,60515,60011,51609,46634,55029,62889,50069,53711
3.81,271.2,714.54276,PE O-17:1_18:1,C40H78NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10221,PE O-17:1_18:1_714.543_3.81_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,18,900.4,-2.497,0,0,0,0,0,0,102335,109326,105097,73764,89299,100199.2,115924,124861,77239,92200,89047,88906,82258,97678,79050,70154,107653
3.33,273.3,736.52754,PE O-17:1_20:4,C42H76NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-17:1_20:4_736.528_3.33_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,36.7,976.5,-1.533,615,0,0,0,0,0,178123,170998,166189,151836,178798,188459.4,232286,185584,174687,179378,156000,177742,190685,202593,159827,158211,194520
