RT [min],m/z meas.,M meas.,Ions,MS/MS,Original annotation,Name,Molecular Formula,Annotations,Annotation Source,AQ,Score,Id confidence,mSigma,MS/MS score,Structure,AQ Details,Blank01,Blank02,Blank03,QC01,QC02,QC03,QC04,23,28,6,13,11,QC05,1,29,15,22,5,QC06,33,10,26,17,9,QC07,25,3,7,27,20,QC08,8,30,2,19,21,QC09,18,31,14,24,32,QC10,12,4,16,QC11
6.72,501.08602,500.07874,[M+H]+,FALSE,,_501.08602_6.72_[M+H]+_,,,,,,,,,,,16724,17456,19448,30686,30686,37792,33248,21430,21608,23766,21436,21740,32860,20696,24608,20252,24612,24042,33208,18872,24128,22436,21126,20124,32110,19944,23350,21874,23604,21682,32368,20604,23002,21508,21732,21680,30526,21942,20284,23728,21872,20888,32856,22746,20768,20506,31810
6.75,732.54624,731.53897,[M+H]+,FALSE,,_732.54624_6.75_[M+H]+_,,,,,,,,,,,13096,15178,14706,14502,14502,14182,16484,16010,14158,15740,16546,15978,16116,15284,14946,16754,16298,14646,14320,17266,14708,15940,15044,16066,16788,15984,15368,16226,15198,15724,16344,16256,15888,15882,15992,15512,15940,15368,15326,17724,16238,15876,15228,16220,15216,15644,16526
6.75,139.12303,138.11576,[M+H]+,FALSE,,_139.12303_6.75_[M+H]+_,,,,,,,,,,,21138,20988,18824,19278,19278,17720,17128,16940,16310,15664,15902,15660,14962,16446,14658,15294,14624,15026,14542,14306,14496,14454,15018,13756,13806,14534,13326,13644,13736,14142,13380,13280,12944,13898,14914,13274,12926,16202,13760,12328,13286,12388,12468,12174,12662,12172,12428
6.75,277.10485,276.09757,[M+H]+,FALSE,,_277.10485_6.75_[M+H]+_,,,,,,,,,,,44670,44142,42360,0,0,42850,0,44492,42988,44372,42708,43948,42028,43076,42724,43350,45592,43848,44762,44242,42802,43318,44504,43998,0,43426,45744,44070,43340,43410,46288,46098,42236,43518,44090,43814,43364,47280,46092,44542,45740,46594,43928,43700,43444,43046,43078
6.75,261.13086,260.12358,[M+H]+,TRUE,,_261.13086_6.75_[M+H]+_,,,,,,,,,,,0,84684,0,77064,77064,84484,79386,81352,73960,72704,72900,71090,72744,72456,72816,70950,74052,73180,71824,71202,72486,76762,72778,74032,73200,74008,73298,73614,75934,72150,73830,69636,72820,70104,73436,71814,71056,73678,73516,73952,73490,72142,71204,71726,71796,72192,70056
6.76,235.1805,234.17322,[M+H]+,FALSE,,_235.1805_6.76_[M+H]+_,,,,,,,,,,,29478,33838,31658,0,0,33166,31952,33382,31670,32524,33054,32208,0,32536,32318,32436,33006,0,33060,33004,31098,33488,31746,32140,33150,32862,32772,32884,31362,32846,31550,31410,31622,32780,30244,32228,31770,33052,32118,32154,31982,31440,31446,32336,32216,31884,30914
6.77,217.1047,216.09743,[M+H]+,FALSE,,_217.1047_6.77_[M+H]+_,,,,,,,,,,,23776,21890,18648,19600,19600,23958,21662,21800,19414,20684,19172,20166,19904,20310,20486,20600,21296,20022,20662,20140,20710,20706,21828,21414,21272,20162,21040,20300,21080,20578,21198,20440,19924,21126,21138,19764,20350,21160,20452,22358,21268,20992,20718,21644,21022,22012,20958
6.76,352.33937,351.33209,[M+H]+,FALSE,,_352.33937_6.76_[M+H]+_,,,,,,,,,,,96544,60474,0,0,0,67232,48100,46202,0,23230,24342,25064,26650,29670,28906,0,23010,21492,22714,22384,24792,24226,27212,28612,0,24488,19928,20806,22218,0,0,21284,21100,20344,20560,19984,22748,20518,21372,21406,22030,0,20454,20536,19394,19808,19638
6.76,354.28514,353.27787,[M+H]+,FALSE,,_354.28514_6.76_[M+H]+_,,,,,,,,,,,20226,19696,16828,17286,17286,19486,17536,17582,16526,16834,16178,17606,15674,16252,15622,14030,17386,16556,0,15632,15624,15888,15184,0,15578,16652,0,17186,16034,15274,16350,13714,17182,17142,15768,15544,15692,15236,15586,13904,15948,15598,14576,15814,15442,15026,15492
6.77,256.17548,255.16824,[M+H]+,FALSE,,_256.17548_6.77_[M+H]+_,,,,,,,,,,,17256,17856,20370,15222,15222,18520,19288,19988,19670,20332,20044,19676,19730,19406,19640,19302,19210,19638,20998,20790,19538,20244,20326,20510,19432,21530,22460,21958,20500,21072,19714,20562,19034,20034,19446,19594,20346,20674,20980,19248,20344,21448,19276,20478,19490,20214,19368
6.77,476.30661,475.29934,[M+H]+,FALSE,,_476.30661_6.77_[M+H]+_,,,,,,,,,,,23738,25796,31196,21942,21942,24366,26894,25826,26512,26312,27952,27016,26144,26580,26478,24936,26240,26130,26242,25260,24944,24232,25226,25108,25000,26122,25568,25704,26434,26212,24812,23746,24258,24732,23266,24996,25184,24450,24026,23768,22978,23286,23036,23132,22638,22260,22844
6.77,300.20173,299.19446,[M+H]+,TRUE,,_300.20173_6.77_[M+H]+_,,,,,,,,,,,0,75866,82146,61578,61578,72554,75088,76634,78044,79658,82726,81180,78986,80458,79218,81510,81860,79210,81264,82170,78334,79142,79042,81728,80388,83314,84820,82844,79674,81098,84372,80592,76330,79748,77880,76806,77188,77424,77608,79032,75056,79246,77366,76032,76564,76614,78200
6.77,432.28034,431.27307,[M+H]+,FALSE,,_432.28034_6.77_[M+H]+_,,,,,,,,,,,42414,47704,53954,39802,39802,47948,48120,48980,49372,50490,48916,47812,48484,48952,49860,46148,48878,47722,47884,49210,48036,48536,48064,47664,46878,47584,49062,49978,48306,48978,47132,47136,45770,47066,47330,44166,46252,45172,46440,44528,44642,45906,43576,44142,44118,46272,44328
6.77,388.25412,387.24684,[M+H]+,FALSE,,_388.25412_6.77_[M+H]+_,,,,,,,,,,,64230,69852,76580,58986,58986,69660,72740,73598,72892,76382,77550,75882,73680,75032,76596,74188,75892,76928,75050,73706,74530,72710,73756,74694,71584,0,73934,74546,0,74276,74094,73202,71028,70680,71754,70058,70840,71072,71924,72224,71294,68858,69020,67718,68384,69206,69414
6.77,344.22794,343.22067,[M+H]+,TRUE,,_344.22794_6.77_[M+H]+_,,,,,,,,,,,90976,105014,116052,90206,90206,0,0,108394,109624,113692,114780,114566,112536,113090,114672,112004,113744,111498,113570,112888,112552,110660,110306,112758,111576,113828,115310,118310,110602,111184,113234,112456,107436,106802,107182,107856,109096,108216,107022,110236,108004,107524,107334,109388,109126,106504,108610
6.77,688.52032,687.51304,[M+H]+,FALSE,,_688.52032_6.77_[M+H]+_,,,,,,,,,,,27052,26068,25816,28450,28450,26908,30720,30210,28928,29214,28914,29812,28364,29974,28704,28082,28810,27608,28694,30788,29540,28198,29384,28680,30130,30312,30934,29362,30422,29278,29318,30224,31154,30072,30352,30490,29448,31500,29836,30446,31106,30836,30894,30640,29222,30150,31650
6.79,644.49433,643.48705,[M+H]+,TRUE,,_644.49433_6.79_[M+H]+_,,,,,,,,,,,44950,43760,43218,45960,45960,45114,50398,47918,48344,49268,49752,46976,46672,47300,49308,50784,48950,48788,47994,50628,45580,51500,52500,49618,52440,48502,53532,55556,52574,51038,52168,50656,52204,52650,47472,50116,50970,52590,53506,52034,51142,55068,49496,55656,56506,51728,53460
6.79,665.42403,664.41675,[M+H]+,FALSE,,_665.42403_6.79_[M+H]+_,,,,,,,,,,,15782,15654,16232,18576,18576,15934,16590,16240,16894,18506,17922,18718,18884,18018,19818,18424,19626,19150,18370,20276,18398,19164,17740,18082,19118,18578,18122,17248,18896,19186,17982,19064,20612,19656,20094,20758,20898,20602,21428,20704,20704,20636,19996,23486,22602,20372,21862
6.8,408.2298,407.22252,[M+H]+,FALSE,,_408.2298_6.8_[M+H]+_,,,,,,,,,,,12024,14190,14404,9660,9660,12236,13542,16650,14046,17038,14788,15642,17686,15404,15664,20246,15830,15948,15502,15536,14030,16200,14784,15170,15872,15054,16340,19318,16540,19838,16018,19156,17922,17166,16052,18774,15888,16118,17486,16052,15472,25814,15846,17168,19268,15112,15966
6.8,363.17179,362.16462,[M+H]+,FALSE,,_363.17179_6.8_[M+H]+_,,,,,,,,,,,73106,71486,68980,72982,72982,69122,69716,69844,71044,69884,69246,71372,69866,68198,69894,83522,70936,66730,67050,72854,71264,63988,69896,71376,70040,69570,72434,71008,68740,73824,74592,71972,73014,69506,73224,68164,67394,70048,68230,74778,67442,96458,68330,69626,68844,64832,71052
6.8,380.19844,379.19116,[M+H]+,FALSE,,_380.19844_6.8_[M+H]+_,,,,,,,,,,,21380,21070,21560,21260,21260,23588,21136,20786,20362,20944,22520,22172,20576,20684,20760,21706,20506,21456,20130,19398,21900,21672,19466,19660,20484,21464,21142,24608,21336,23194,20566,20732,21164,19428,20180,20760,21482,18804,19058,21420,20918,28374,19772,19192,21370,21038,19364
6.8,87.09163,86.08436,[M+H]+,FALSE,,_87.09163_6.8_[M+H]+_,,,,,,,,,,,24698,30900,25252,20598,20598,22424,22988,21236,22808,22552,21506,21460,22068,21582,20890,23356,21064,23354,22082,21416,20232,19652,20224,20266,19526,20396,22450,21226,21286,20614,19798,22198,18844,20590,19886,18692,19220,19696,19300,20092,18584,21360,18656,17408,18144,18194,18224
6.81,600.46828,599.461,[M+H]+,TRUE,,_600.46828_6.81_[M+H]+_,,,,,,,,,,,66010,69174,63812,69084,69084,71004,72064,69434,68996,73678,69884,72520,72588,75472,73318,74532,74962,74418,76600,76806,76210,76116,79380,74796,78634,79676,81936,79992,82820,83278,83038,81064,76828,79442,82674,81358,84690,83448,80028,85766,81456,83650,83168,80276,82906,83894,86468
6.81,605.42346,604.41618,[M+H]+,FALSE,,_605.42346_6.81_[M+H]+_,,,,,,,,,,,18428,19524,17378,21668,21668,20426,19326,19380,18882,17856,20094,19190,18226,19332,19122,17974,17992,19610,19808,19488,19888,19112,19794,19628,20106,19884,19848,18978,20262,20004,19442,20478,19834,18884,21774,21500,21040,20592,22370,21560,21844,20996,21916,20844,22304,21668,24318
6.81,621.39766,620.39039,[M+H]+,FALSE,,_621.39766_6.81_[M+H]+_,,,,,,,,,,,0,20030,23770,25364,25364,21788,22752,22800,24946,25086,28604,25762,24804,24148,25128,27034,27386,26954,26026,29812,0,26860,26040,26324,26786,25994,25768,25980,27190,0,0,30364,28690,0,27302,29888,0,30138,31670,30626,31152,30858,29584,30814,30928,32138,31156
6.83,556.44209,555.43482,[M+H]+,TRUE,,_556.44209_6.83_[M+H]+_,,,,,,,,,,,0,95526,95474,95640,95640,100912,98994,107076,102560,99836,104420,103622,106104,103256,0,104992,104716,106170,105580,105182,110532,107758,0,107280,108010,112796,115794,120698,117644,114384,118716,115456,109894,118276,114504,112398,119088,117582,118416,121024,118530,119302,119932,121862,120188,112264,122588
6.83,561.39707,560.38979,[M+H]+,FALSE,,_561.39707_6.83_[M+H]+_,,,,,,,,,,,0,0,26014,31880,31880,28936,0,30300,0,29388,28272,28724,29268,28566,29074,27486,29984,29210,0,29516,29416,30820,30368,0,28984,33730,0,29464,30794,31820,0,32122,29486,30162,31002,31356,31436,31446,31954,30458,31480,33512,0,30550,33136,31576,32172
6.84,512.41585,511.40858,[M+H]+,TRUE,,_512.41585_6.84_[M+H]+_,,,,,,,,,,,108574,0,103304,111814,111814,120168,116528,117084,113740,114286,116862,112552,117480,0,114912,0,0,115640,120374,118728,120492,120844,0,124192,123690,122782,0,128624,129106,126628,123190,128666,0,128260,0,129184,129502,128056,127644,0,123130,129050,133424,127726,132548,130836,129820
6.85,708.51135,707.50407,[M+H]+,FALSE,,_708.51135_6.85_[M+H]+_,,,,,,,,,,,0,15626,16198,10810,10810,13318,14292,15440,16736,16406,16178,15346,15660,15434,16094,16190,16726,15552,16398,16882,16152,15596,16700,16734,16170,17330,18096,17582,18216,17100,17604,17100,16314,17458,18368,16508,17892,16350,17694,17690,18696,17814,17410,17082,18318,17310,17736
6.85,621.3977,620.39043,[M+H]+,FALSE,,_621.3977_6.85_[M+H]+_,,,,,,,,,,,19706,0,22826,23990,23990,23458,0,23416,0,0,0,0,25018,0,25852,25760,27264,0,26316,25798,26986,26592,0,0,27446,25696,23628,0,0,26846,27510,27640,0,29760,27558,28780,29894,29856,28340,29238,0,0,29294,0,31014,29970,32114
6.87,398.23273,397.22546,[M+H]+,TRUE,,_398.23273_6.87_[M+H]+_,,,,,,,,,,,187418,189236,185314,194578,194578,194464,199250,190080,193140,182634,192060,187780,183478,188540,189436,187362,185134,180584,182976,184598,182786,193542,195742,198070,198288,182154,194634,189664,191270,189218,196142,189498,195160,193980,192224,186844,189532,183478,194252,186810,194866,186386,191224,206740,195416,191708,184068
6.86,468.3896,467.38232,[M+H]+,TRUE,,_468.3896_6.86_[M+H]+_,,,,,,,,,,,105390,105632,0,102776,102776,110358,113042,109614,104990,103622,107894,0,107890,104494,107322,105704,0,110088,0,0,108170,103022,110480,109700,0,116648,114394,113842,110682,115518,109064,110936,109020,111152,112756,0,110374,0,110296,118558,0,112274,111786,0,0,109896,110556
6.89,512.4158,511.40853,[M+H]+,TRUE,,_512.4158_6.89_[M+H]+_,,,,,,,,,,,114250,115442,117680,119544,119544,128792,125326,128482,127276,127830,128532,125990,127672,127864,126134,125422,128008,132472,134210,128048,131426,136910,130644,139502,135850,138966,141356,138366,143600,136278,133558,141418,134370,139628,138910,140038,144004,147478,138332,143342,138230,140510,138696,141280,141302,144224,142168
6.89,753.476,752.46872,[M+H]+,FALSE,,_753.476_6.89_[M+H]+_,,,,,,,,,,,18448,17012,16830,20340,20340,18858,19142,18600,17872,18790,20498,18826,17538,19368,18768,20690,18810,18984,17406,18222,19000,19212,18526,25592,17182,20372,20758,18336,19926,17614,19130,21622,22980,21298,19600,19134,19422,19004,19658,19310,21356,20184,18396,27362,19310,18794,19518
6.89,533.34525,532.33797,[M+H]+,FALSE,,_533.34525_6.89_[M+H]+_,,,,,,,,,,,25848,30016,31036,34830,34830,31200,33942,31754,36612,38422,36086,36840,32184,37528,38312,38750,42118,40058,38168,42676,38540,39876,35984,37606,39330,37008,38214,35908,38898,40070,41792,41852,40532,42518,41024,43928,42060,41964,43302,46096,42664,42550,42910,43866,45964,43600,42658
6.89,732.54609,731.53881,[M+H]+,TRUE,,_732.54609_6.89_[M+H]+_,,,,,,,,,,,32550,34574,34936,35640,35640,34636,35118,37586,36734,37870,45050,38154,35892,35216,37862,40996,36238,36908,37114,39020,37838,38950,41668,52320,35990,41988,43654,39272,37952,38774,36530,40844,45486,43250,37432,37562,36296,37454,38318,36804,35458,38514,38250,55434,37282,37978,36350
6.89,517.37097,516.36369,[M+H]+,FALSE,,_517.37097_6.89_[M+H]+_,,,,,,,,,,,40764,33938,31702,40222,40222,40716,37848,37880,37236,35682,34948,38156,36086,35554,35986,36118,36572,38674,36970,37598,37048,36334,39510,38274,38726,39002,38102,41416,39190,38662,38454,40998,40886,41780,41860,39604,41542,41132,39750,41014,40248,42778,42788,39974,43772,44644,43602
6.86,352.33937,351.33209,[M+H]+,FALSE,,_352.33937_6.86_[M+H]+_,,,,,,,,,,,101892,61654,27458,58470,58470,63454,45060,46782,24042,24122,25224,24554,28618,29006,28658,24658,23118,24404,23222,21836,24892,23308,29258,29714,28744,24912,21360,21630,23948,23410,23742,21470,22312,22120,21784,20698,21126,22680,21000,23916,20648,21634,20994,20084,21204,20942,23896
6.87,577.37142,576.36415,[M+H]+,FALSE,,_577.37142_6.87_[M+H]+_,,,,,,,,,,,25880,28840,32514,34048,34048,33080,33724,32812,37274,36002,37600,34236,36464,35578,37436,36546,39346,38106,37112,41518,39600,40796,39316,36874,38040,37706,37954,34652,39162,40866,38070,45246,42676,40614,41456,45574,42906,43330,43688,44438,43808,42058,44844,43094,44046,44942,45512
6.87,561.39733,560.39005,[M+H]+,FALSE,,_561.39733_6.87_[M+H]+_,,,,,,,,,,,29464,27476,26048,31292,31292,32018,31086,30602,28862,30126,0,29456,31722,28988,31712,29344,29898,30604,30460,31518,31254,30576,29992,32160,31906,33676,30272,31094,30824,29974,29032,32664,34876,34442,32920,33932,33144,32976,33860,32116,34302,34198,35218,33736,35064,34182,33778
6.88,663.45436,662.44708,[M+H]+,FALSE,,_663.45436_6.88_[M+H]+_,,,,,,,,,,,27592,23188,21444,23564,23564,24182,21682,23276,20948,19458,20552,20230,20666,0,0,18680,19500,20140,19378,20948,20580,19576,19394,21826,20198,21010,21636,21338,0,20766,21188,20062,18596,19426,18446,18472,18246,18396,18194,19506,0,19664,19028,19598,19722,18130,21406
6.9,473.34494,472.33766,[M+H]+,FALSE,,_473.34494_6.9_[M+H]+_,,,,,,,,,,,55184,53166,48118,58884,58884,57016,55822,61718,55784,56218,56498,55222,56186,55356,59756,58856,54814,57602,59494,58720,55156,60538,61386,57036,60622,61162,58140,61584,63458,59034,60386,62952,58836,63714,64188,60528,64654,62312,64332,59390,65364,67780,61088,63282,64088,66078,67030
6.9,468.38955,467.38227,[M+H]+,TRUE,,_468.38955_6.9_[M+H]+_,,,,,,,,,,,108364,115536,105802,109312,109312,116810,116548,121262,107936,110416,113876,118038,121862,112430,119976,116688,116216,112666,114984,116862,113092,117202,119930,121332,119576,120444,125702,129038,121364,120852,128964,125170,117810,121794,123588,122966,121578,123298,125814,126998,121370,126964,122282,123446,126014,128030,124830
6.9,489.31887,488.31159,[M+H]+,FALSE,,_489.31887_6.9_[M+H]+_,,,,,,,,,,,24334,30042,32794,32304,32304,33042,31458,0,37648,36224,38108,36658,34736,37924,35310,39376,38694,39206,37856,37998,37556,39572,40398,36724,38370,36138,37656,37122,38242,40616,39706,42110,39576,41628,43884,40400,43392,43472,41556,41882,42876,43376,40676,42824,41146,43094,44082
6.91,709.45016,708.44289,[M+H]+,FALSE,,_709.45016_6.91_[M+H]+_,,,,,,,,,,,22894,21740,23528,28328,28328,27764,24942,25772,25156,25654,29202,26752,26482,25844,29448,27690,27596,26628,26366,27994,27556,28404,27720,36838,24782,26958,28726,25896,27100,27530,26984,33428,32364,31546,27720,28810,27958,28326,28500,28188,27584,29532,29984,42644,29394,28518,29768
6.91,688.52035,687.51307,[M+H]+,TRUE,,_688.52035_6.91_[M+H]+_,,,,,,,,,,,55152,57900,55994,59442,59442,60004,60086,60868,58418,57736,68384,63674,59590,62302,63376,64408,60780,58362,59202,61358,60122,62490,66064,85778,60674,66932,72798,63460,64002,61748,61986,67722,68084,67716,61026,59840,57920,62094,59578,63070,60830,64248,58466,85820,57958,61252,61296
6.92,336.31086,335.30359,[M+H]+,FALSE,,_336.31086_6.92_[M+H]+_,,,,,,,,,,,22844,22376,18686,21070,21070,19854,20944,23650,18562,20788,19984,20594,20368,21884,19566,19330,19798,21276,20580,19046,19688,21192,21328,19900,19850,20322,21154,19702,19730,20688,19888,18630,21302,18270,18500,20640,19296,18626,19766,18842,18840,19026,18614,18742,18974,19228,17684
6.91,401.26634,400.25906,[M+H]+,FALSE,,_401.26634_6.91_[M+H]+_,,,,,,,,,,,17052,16724,16808,18724,18724,17476,17384,17900,18562,19530,17718,17802,18310,19528,19104,17062,18456,18828,17816,18592,17646,16964,16970,16460,17036,17828,16596,17542,16944,17654,17628,17632,17338,17194,19006,17332,16832,17332,17764,18734,17814,16882,17680,17954,16438,19012,16748
6.91,445.29293,444.28565,[M+H]+,FALSE,,_445.29293_6.91_[M+H]+_,,,,,,,,,,,19972,22362,23042,22920,22920,23344,23530,23048,25902,26674,27488,27820,26034,28036,25752,27728,27868,27318,27282,27674,27146,27932,28354,26548,27432,24354,27394,26008,26650,29094,26280,29110,29784,28226,27260,27578,29000,26144,28968,28448,28224,27068,27686,26124,29202,25374,26536
6.91,424.3633,423.35603,[M+H]+,TRUE,,_424.3633_6.91_[M+H]+_,,,,,,,,,,,94556,92182,93746,94044,94044,101142,94518,96640,92146,96288,94094,95500,96648,93952,93846,89752,89014,91306,91400,90576,92224,89152,95892,90488,97014,96354,96534,98522,91678,94824,93520,96234,93720,96502,90946,89510,92402,90070,86898,88052,90074,88762,90314,87856,85700,86478,87632
6.91,429.31864,428.31137,[M+H]+,TRUE,,_429.31864_6.91_[M+H]+_,,,,,,,,,,,92512,87310,82776,87696,87696,86686,86020,85926,80166,79558,82974,77284,81658,82034,81596,80956,82638,81500,79754,78628,82398,77992,85850,80618,81316,81458,77856,86306,79464,81382,79264,86876,80646,80600,79382,76486,78592,82480,79592,81464,77010,77714,79934,77076,76374,77462,80100
6.91,380.33701,379.32974,[M+H]+,FALSE,,_380.33701_6.91_[M+H]+_,,,,,,,,,,,68264,61096,55922,60918,60918,60612,64050,64300,57334,58956,59192,54086,55936,55522,56974,56612,53658,54780,51844,56232,56488,57752,56770,57886,57244,58150,56322,56770,56822,53120,56812,54510,55748,55836,54136,52296,51466,56596,55678,54872,53842,55374,52742,53734,51968,50146,54764
6.92,341.2666,340.25932,[M+H]+,FALSE,,_341.2666_6.92_[M+H]+_,,,,,,,,,,,24332,18412,14860,20522,20522,18300,18740,17874,17204,16692,17294,17634,17030,16808,16396,16188,15980,16696,16774,15876,15544,16988,16128,16482,16328,15710,17300,18352,16668,17252,17684,16770,16218,16168,14756,18728,17416,16608,15874,16940,16294,15752,16390,16304,15406,18524,17386
6.91,385.29261,384.28533,[M+H]+,FALSE,,_385.29261_6.91_[M+H]+_,,,,,,,,,,,56842,53408,44142,50094,50094,47428,48398,47524,44120,41458,41436,41468,41138,42268,40892,42730,43890,40894,41700,41654,42060,41010,41434,39788,44472,40070,40548,40108,41408,40888,41558,40658,39790,40642,42038,40598,38894,40778,39240,39238,38706,39710,41382,40182,41092,37622,38548
6.93,644.4944,643.48712,[M+H]+,TRUE,,_644.4944_6.93_[M+H]+_,,,,,,,,,,,90750,85132,87868,97422,97422,89710,93962,94140,93352,93568,104794,97690,97046,96190,99622,101652,92388,95204,94528,92118,96694,101422,103284,127776,97048,107938,112724,99396,105934,98346,96582,108774,118118,102866,99006,94546,96606,97132,98076,96138,104548,102474,95064,139884,95282,96594,98588
6.93,665.42409,664.41682,[M+H]+,TRUE,,_665.42409_6.93_[M+H]+_,,,,,,,,,,,32744,32152,33196,35790,35790,38070,37100,33694,38392,36296,40698,37482,36832,38820,39272,38614,38684,37780,37318,37358,40720,39940,39748,50022,40094,40078,40606,36192,39522,38538,36084,44630,47134,41482,41982,40660,41536,41166,40424,39950,41904,39382,40158,62284,41790,39216,41396
6.94,277.10485,276.09757,[M+H]+,FALSE,,_277.10485_6.94_[M+H]+_,,,,,,,,,,,45264,43402,40434,43156,43156,41728,45180,0,0,42392,42418,0,0,41604,0,0,42314,42296,42452,42852,0,42904,41852,42214,43154,40542,43826,0,47128,0,46460,42564,42468,41438,41690,42084,43202,0,46490,44762,46280,0,42930,0,40828,41870,43960
6.95,605.42334,604.41606,[M+H]+,FALSE,,_605.42334_6.95_[M+H]+_,,,,,,,,,,,38368,36674,36506,45038,45038,43006,44048,39676,39350,38260,42560,40808,38786,39210,42514,41104,39716,40654,35976,42206,42110,42824,41930,50356,38718,39338,43660,38048,38724,41904,41428,44336,46026,41202,42616,43102,42716,42980,43002,42718,42876,44252,40306,58848,42030,44662,43392
6.95,600.46832,599.46104,[M+H]+,TRUE,,_600.46832_6.95_[M+H]+_,,,,,,,,,,,125682,132630,127702,133908,133908,134956,131728,136506,139500,142056,146124,143022,136474,136550,144592,138786,133120,136826,136794,139014,146018,141794,145258,173412,133292,158856,162822,144876,147200,147472,145682,154930,167322,149184,142260,147242,139128,145630,145090,146204,149020,146470,152224,199688,151228,159768,162978
6.96,352.33938,351.33211,[M+H]+,FALSE,,_352.33938_6.96_[M+H]+_,,,,,,,,,,,98448,61512,30210,55524,55524,58448,47284,49224,23324,0,23080,27008,29282,0,29454,24028,22624,22722,23456,22586,0,25242,29964,29956,25960,0,20766,22602,23100,22390,20894,24156,20384,20290,21396,19786,20278,21146,20578,20828,21922,20814,20938,19198,23132,22610,21280
6.97,314.26908,313.26188,[M+H]+,TRUE,,_314.26908_6.97_[M+H]+_,,,,,,,,,,,186940,188796,173472,185000,185000,184162,174788,181994,167792,171660,169054,169780,176368,168600,173240,177878,164680,162060,166542,170936,161820,167126,169602,174300,163630,178352,172526,166886,168552,172750,171508,168072,165156,169686,166934,169892,166728,168210,168142,166882,162406,169486,166274,159528,161022,165552,168452
6.97,352.22497,351.21769,[M+H]+,FALSE,,_352.22497_6.97_[M+H]+_,,,,,,,,,,,14318,15768,17148,15912,15912,15722,17800,17110,17970,18600,19638,16434,17792,16588,16858,19346,17038,17530,17674,17612,16986,17826,16246,17452,16434,18272,18642,18654,16838,17722,17116,17576,18030,18124,17636,19572,18340,18656,17432,19362,17886,18266,18894,15756,18866,17916,18666
6.97,556.4421,555.43483,[M+H]+,TRUE,,_556.4421_6.97_[M+H]+_,,,,,,,,,,,212372,219100,206860,217586,217586,232164,221866,233712,221674,234404,234678,235806,229854,220450,249000,243792,232116,230006,225442,235348,231506,241364,248510,276728,229400,263838,267990,255846,250356,248874,256632,267968,270336,265368,255742,250972,255228,258894,257938,257776,260634,262944,261280,329068,268436,266110,266400
6.97,561.39722,560.38994,[M+H]+,TRUE,,_561.39722_6.97_[M+H]+_,,,,,,,,,,,73810,61930,63410,78004,78004,75972,70972,71452,67810,67202,71958,73320,70502,70768,75106,74000,69170,69514,68576,69312,71324,73964,77760,79286,74178,69562,76244,68616,72612,70232,74266,82104,87092,78312,75322,79114,74000,81054,77438,79646,78702,77874,77720,95118,80270,84848,78928
6.97,577.37138,576.3641,[M+H]+,TRUE,,_577.37138_6.97_[M+H]+_,,,,,,,,,,,68238,74700,81564,88702,88702,81596,84194,84570,92070,90990,98748,103302,93922,97440,94460,107168,92674,96776,97246,99418,101720,105706,104000,110474,98162,94614,107156,91954,98226,100568,102942,105942,116724,107864,106006,107950,104346,111006,107196,108442,109482,114926,112276,137930,114354,114290,112780
6.98,614.48393,613.47666,[M+H]+,FALSE,,_614.48393_6.98_[M+H]+_,,,,,,,,,,,17058,16154,17320,17536,17536,19126,18252,17708,18194,17894,18104,17832,17812,17396,18070,18566,18214,17722,17766,18886,18484,17240,18804,17868,18522,18970,18466,19424,20026,18950,18174,19612,18160,18850,18546,19820,19732,18204,18558,20538,19000,19576,19084,19910,18524,19436,19368
6.99,512.41582,511.40855,[M+H]+,TRUE,,_512.41582_6.99_[M+H]+_,,,,,,,,,,,360716,354716,350374,379308,379308,377156,382520,398120,369806,384610,392828,395058,380652,378698,387968,405964,383902,390784,393372,391992,392736,400522,412636,452380,414116,427974,445480,427386,444522,413576,414914,427172,439846,417782,402952,420934,417942,432190,436008,428966,431774,430570,433760,500974,443710,445984,438308
6.99,517.37109,516.36382,[M+H]+,TRUE,,_517.37109_6.99_[M+H]+_,,,,,,,,,,,127994,124696,111630,132350,132350,131740,124906,132058,116054,116600,124510,128816,129764,124032,135194,125170,122424,119828,117342,125652,127914,131536,134472,141794,133102,135184,131384,127664,134792,132778,131732,134962,140638,136362,139742,134718,135780,134748,142636,137762,142336,149016,146654,166762,145200,141662,149334
6.99,533.34523,532.33796,[M+H]+,TRUE,,_533.34523_6.99_[M+H]+_,,,,,,,,,,,95758,109688,126614,124996,124996,125182,123220,126188,129348,133374,138174,138178,135804,133374,140304,146220,141086,139114,134634,144908,151198,150414,145876,157304,147512,144808,143036,140008,151296,148608,146980,152418,171142,162916,158984,153668,151658,162018,160538,162016,167324,164284,166822,195978,164492,164628,177360
7.01,380.33709,379.32981,[M+H]+,TRUE,,_380.33709_7.01_[M+H]+_,,,,,,,,,,,547004,504876,490640,527294,527294,530424,514904,520502,479600,486260,494132,492238,509626,493946,502148,485494,489642,489224,490344,500316,486530,491358,486340,503582,491236,505114,506378,512054,495006,486508,488758,467560,492706,469390,468398,481648,483740,476836,465024,458044,459748,472986,460836,503434,482902,452274,465616
