RT [min],m/z meas.,M meas.,Ions,MS/MS,Original annotation,Name,Molecular Formula,Annotations,Annotation Source,AQ,Score,Id confidence,mSigma,MS/MS score,Structure,AQ Details,Blank01,Blank02,Blank03,QC01,QC02,QC03,QC04,23,28,6,13,11,QC05,1,29,15,22,5,QC06,33,10,26,17,9,QC07,25,3,7,27,20,QC08,8,30,2,19,21,QC09,18,31,14,24,32,QC10,12,4,16,QC11
7.01,336.31092,335.30358,[M+H]+,TRUE,,_336.31092_7.01_[M+H]+_,,,,,,,,,,,363058,364908,339838,362356,362356,357452,360266,368488,333252,344366,345070,337568,343056,334278,345346,337796,332220,330694,341884,348156,339996,340408,345638,339944,337446,343018,341804,351096,338964,336680,352538,340546,335380,329798,329564,331452,326618,322304,332132,323802,327484,329632,315820,342934,339472,319700,327256
7.01,297.24083,274.25123,[M+Na]+,TRUE,,_297.24083_7.01_[M+Na]+_,,,,,,,,,,,91674,93880,89050,104262,104262,101654,102998,103704,96816,95908,95114,95986,101106,94278,99152,93920,99580,96050,93056,100434,97738,95920,99104,97206,99922,98416,97074,99124,95362,95754,95656,96714,98714,91906,93040,99546,96302,96110,99682,96850,100488,95600,90928,100958,98170,91214,92840
7.01,385.29251,384.28523,[M+H]+,TRUE,,_385.29251_7.01_[M+H]+_,,,,,,,,,,,510114,469784,415202,451848,451848,465108,439506,441952,415028,410124,404436,390664,421236,414286,405208,395458,394966,393338,400114,389214,386682,408094,401504,410762,383894,399750,404334,386166,404544,380118,391892,384854,398294,386560,380956,376114,381196,380750,378004,377666,368766,379110,370236,399084,384580,366240,381152
7.01,341.26633,340.25906,[M+H]+,TRUE,,_341.26633_7.01_[M+H]+_,,,,,,,,,,,313558,290836,263996,274992,274992,288368,277104,276450,269626,264110,266548,258662,259946,268840,252996,256148,249586,251374,251506,262040,250264,256998,254698,264782,252558,259220,260602,263860,265306,258404,265330,258942,251054,249184,262482,258754,256454,252280,253910,255786,251288,259350,245330,267520,259274,250078,262722
7.01,292.2847,291.27742,[M+H]+,FALSE,,_292.2847_7.01_[M+H]+_,,,,,,,,,,,51214,51404,48398,53220,53220,50740,48970,50414,49072,47496,47154,48870,47832,46584,44646,45156,50208,50462,44812,48588,47328,45116,50860,48612,49046,49334,45982,52560,48466,45896,45408,45196,50958,45776,48024,49134,46378,46630,45668,45336,46838,40602,41182,46400,45814,43142,49976
7,468.3896,467.38232,[M+H]+,TRUE,,_468.3896_7_[M+H]+_,,,,,,,,,,,461608,458792,434288,467080,467080,473472,465478,469586,452950,464040,476816,490846,477786,471576,477242,476332,455088,456886,480414,479564,484982,499600,491392,514614,492858,522818,527958,524746,495942,511090,514972,520544,529660,506268,514980,512616,534662,508214,511866,524290,516484,518612,537490,582648,529554,536976,544160
7.01,401.26639,400.25911,[M+H]+,TRUE,,_401.26639_7.01_[M+H]+_,,,,,,,,,,,135880,142508,137736,134886,134886,142160,135226,141754,145890,149058,141174,140446,138550,141858,139610,146668,144044,141806,142392,147172,144804,143640,136884,137402,137524,132440,139762,137204,134744,134876,145288,135684,137714,133904,136252,138624,135742,136576,136736,135626,128714,131438,135382,141370,131504,131934,129228
7.01,424.36333,423.35605,[M+H]+,TRUE,,_424.36333_7.01_[M+H]+_,,,,,,,,,,,534710,522372,513896,551160,551160,545682,538040,547984,533576,534630,534186,540716,555310,539512,542186,542236,529460,528190,532696,535116,540038,548378,557766,556680,554064,569242,591822,568196,564128,557572,549596,549770,554124,541850,533906,553786,556238,548610,560502,562532,554658,542966,554728,594316,555266,558320,554982
7.01,445.29278,444.2855,[M+H]+,TRUE,,_445.29278_7.01_[M+H]+_,,,,,,,,,,,148762,154412,161074,163806,163806,164926,165422,161502,177820,175668,178342,178028,178154,174200,185198,186652,181130,186680,182934,188396,180168,188602,185322,184988,181896,192162,183814,182198,184106,187872,192624,190380,197072,193208,190156,195872,192334,187964,200422,195264,187022,193306,197122,203858,195796,187418,198302
7.01,313.2142,312.20693,[M+H]+,FALSE,,_313.2142_7.01_[M+H]+_,,,,,,,,,,,16910,17882,17410,20344,20344,17956,18234,18506,18156,18682,17108,19106,18752,16542,16034,18364,18990,17150,17388,19012,18932,17796,19734,18980,19292,16394,16738,17918,17894,17474,16884,17192,18882,18606,20068,18556,19792,17546,19154,18736,18974,17500,18062,20126,18842,18326,21232
7,473.34499,472.33771,[M+H]+,TRUE,,_473.34499_7_[M+H]+_,,,,,,,,,,,327728,283692,269074,342376,342376,317270,301302,316258,300822,285094,309256,300600,305716,297644,306988,296418,287746,301668,296516,313786,309030,323954,320210,333188,317080,318296,318988,323296,309466,312920,313928,334646,336110,329450,328354,336270,338134,329096,338664,334886,340556,344782,347750,365676,347322,340222,346894
7,489.31863,488.31135,[M+H]+,TRUE,,_489.31863_7_[M+H]+_,,,,,,,,,,,150948,166616,170854,177812,177812,178392,183784,182704,194248,184500,189788,186648,186750,188354,195744,193472,191754,202024,189588,195152,199566,195204,204814,205942,201460,197824,200500,201226,203676,200172,195384,208418,213324,216694,207730,211622,210172,217590,215488,210976,215370,210524,222016,239622,214406,213986,220102
7.01,429.31864,428.31136,[M+H]+,TRUE,,_429.31864_7.01_[M+H]+_,,,,,,,,,,,549286,496948,446748,540640,540640,513130,498912,496146,462582,465562,467086,449820,475458,464734,467828,461346,456056,470658,457424,460416,467466,472334,476760,492172,477102,485832,477628,463240,489222,460132,454368,464050,470226,455816,441026,469886,468942,481920,463806,476044,461696,458882,464914,514516,465546,470982,459430
7.01,357.24022,356.23294,[M+H]+,TRUE,,_357.24022_7.01_[M+H]+_,,,,,,,,,,,92810,95312,102324,97044,97044,97544,93738,99968,100116,106576,102962,105764,102588,99300,97884,99778,104448,104596,106088,101652,99530,101512,98764,99988,100498,99004,101010,101796,103074,98652,112554,103406,104228,104412,97330,106184,105456,98222,106796,102376,102296,101224,102750,108882,107920,100290,106130
7.04,453.20977,452.2025,[M+H]+,FALSE,,_453.20977_7.04_[M+H]+_,,,,,,,,,,,57160,59034,57482,56816,56816,54126,51746,51298,55680,52044,52286,50618,52970,51886,52158,52154,52892,49972,47916,51610,50842,53656,50322,49970,52998,48192,49162,49460,51696,50472,48992,50754,49644,48586,51114,50148,48414,50502,50930,53394,49032,49650,49982,49496,47800,50328,50602
7.04,497.23607,496.2288,[M+H]+,FALSE,,_497.23607_7.04_[M+H]+_,,,,,,,,,,,28572,29384,28450,29488,29488,28012,26726,28088,26068,27368,26808,25798,27778,25220,25510,25826,28050,25248,26190,26478,27146,26976,29276,26308,25798,23308,26240,25528,26230,24772,26160,24956,25342,24764,24596,26152,24268,25338,24894,23924,23734,25254,24070,23298,23044,26002,24344
7.04,437.23574,436.22846,[M+H]+,FALSE,,_437.23574_7.04_[M+H]+_,,,,,,,,,,,0,33064,29596,0,0,30708,32620,32468,28796,31532,27694,29740,28756,29966,30418,28342,27912,29504,28752,29358,27698,28716,28022,27460,27906,29312,28710,27970,29766,27096,28610,27280,28014,27168,26852,27236,28462,27808,27158,26278,26970,29184,26634,26412,27848,27014,28966
7.04,365.15733,364.15005,[M+H]+,FALSE,,_365.15733_7.04_[M+H]+_,,,,,,,,,,,155798,155590,155792,147182,147182,144520,145926,149630,144608,140422,144934,146486,151474,145144,143994,139580,142024,139948,142014,145960,142724,139218,145490,142276,141662,143830,139320,141868,142674,143444,143066,141898,136332,136652,138412,139172,137426,137668,143354,137206,136606,138796,135440,139472,134662,135998,134196
7.04,409.18347,408.17619,[M+H]+,FALSE,,_409.18347_7.04_[M+H]+_,,,,,,,,,,,93928,94206,94846,97848,97848,90400,93214,89618,92428,90718,86202,90102,91918,89882,90406,89642,88018,85796,88190,88000,89348,89258,87422,92278,88468,85646,86866,88812,86782,88282,84214,84856,84680,84940,87516,84154,84648,85194,85506,84164,83600,86186,86742,84204,82514,83580,80208
7.04,685.43554,684.42826,[M+H]+,FALSE,,_685.43554_7.04_[M+H]+_,,,,,,,,,,,30104,28696,27538,27542,27542,30302,31962,31620,0,29652,30342,30708,29254,30386,30536,0,31162,30316,31828,33836,0,0,35124,33356,0,33986,0,0,35770,35350,0,0,34678,32076,0,32900,33014,0,0,36384,0,0,25422,0,36978,36046,0
7.05,321.13105,320.12377,[M+H]+,TRUE,,_321.13105_7.05_[M+H]+_,,,,,,,,,,,119024,115632,111778,113394,113394,111818,115672,111772,100710,105890,105454,100102,103116,105016,105556,101402,100510,100072,101218,108706,100764,102008,108124,102492,106134,102608,102376,105336,103974,101162,100748,97772,95820,98744,97746,97006,99308,94054,98846,97426,100894,95838,95226,97560,101534,99296,96368
7.05,393.20958,392.2023,[M+H]+,FALSE,,_393.20958_7.05_[M+H]+_,,,,,,,,,,,63638,59248,52808,57058,57058,53706,55094,58148,52470,51536,52770,52668,55392,51564,55530,54800,53624,51318,50680,53090,52650,50890,51534,52524,50200,50714,51784,53942,51366,52412,51146,53706,49152,51034,49942,50826,51624,51256,50542,50126,49320,50108,49388,51288,50512,50452,51766
7.05,443.33437,442.3271,[M+H]+,FALSE,,_443.33437_7.05_[M+H]+_,,,,,,,,,,,30746,30114,27532,0,0,0,0,0,27990,30744,28434,28186,0,28256,30538,29270,29338,28044,28546,29136,28622,29452,30582,30316,31586,30828,29466,29372,30612,30748,30258,30296,29460,29718,30116,0,29790,29500,0,30396,30670,30808,29848,31116,28314,29992,30362
7.05,349.18339,348.17611,[M+H]+,TRUE,,_349.18339_7.05_[M+H]+_,,,,,,,,,,,131048,123506,111394,0,0,0,0,0,103764,109782,104766,0,106580,104970,107180,103264,100922,99580,0,0,102626,103730,106128,104140,107328,0,102258,105268,0,104286,104248,105392,101998,104790,103478,102372,103482,0,101874,0,100800,0,0,103504,104538,0,103810
7.07,367.23881,344.24943,[M+Na]+,FALSE,,_367.23881_7.07_[M+Na]+_,,,,,,,,,,,18288,17636,16434,20996,20996,17636,16774,18252,16710,16610,15928,15960,17788,13756,17178,14296,15228,16064,15060,13638,16214,16136,15664,17332,14952,15780,15662,15596,16094,14982,15604,14656,14966,15510,16496,13756,15338,18044,15176,15074,14914,15674,15796,16454,15580,14040,16376
7.09,614.48392,613.47664,[M+H]+,FALSE,,_614.48392_7.09_[M+H]+_,,,,,,,,,,,22180,22028,20908,20948,20948,22016,22284,23400,22912,23320,23142,22826,22810,23220,22562,22398,22854,22666,22650,23464,23106,23840,23618,23618,23084,25060,23470,23992,23252,23772,23984,23796,22652,23142,24708,24298,22938,23610,24044,22316,24700,24244,25584,25702,23974,24262,23050
7.11,570.4578,569.45052,[M+H]+,FALSE,,_570.4578_7.11_[M+H]+_,,,,,,,,,,,27414,26678,27082,28652,28652,29596,28468,30404,27372,30052,29414,28866,30550,29438,29838,32790,28376,29094,30030,30322,29994,29798,29264,29336,32362,32560,30480,30602,29950,31368,31572,31870,30738,31734,32380,33042,32902,32262,31290,33760,32276,32486,33488,33272,31660,30904,32434
7.11,87.09164,86.08436,[M+H]+,FALSE,,_87.09164_7.11_[M+H]+_,,,,,,,,,,,25122,26718,26034,22506,22506,22394,22888,23198,23674,22546,23416,21668,21928,20930,22976,21146,22410,21898,20766,21024,20522,21364,19990,21214,21606,20000,21830,21028,19928,21124,19928,20498,20110,21932,20162,20838,21474,19374,20012,18968,18374,19366,18060,18858,18724,18386,19696
7.14,217.10473,216.09745,[M+H]+,FALSE,,_217.10473_7.14_[M+H]+_,,,,,,,,,,,27534,23428,21142,22776,22776,24544,23104,23602,21718,21604,22022,21450,21244,20980,20370,21170,21238,21662,20628,21462,20982,21390,23180,21388,22110,20534,23130,21880,22578,22076,20654,21066,21340,23036,21806,20628,21226,22190,23382,21838,22636,21058,22546,21364,21934,22040,22088
7.12,432.28033,431.27306,[M+H]+,FALSE,,_432.28033_7.12_[M+H]+_,,,,,,,,,,,42370,47088,49248,44062,44062,48170,46876,46610,47466,46366,48394,47412,47432,47140,48154,45578,45886,47102,48108,46396,46204,45592,46498,46358,48220,49788,49584,48652,46986,46498,47066,44766,46280,44496,47194,46120,44746,45158,46856,44380,45462,45790,45600,43480,42872,45974,44012
7.11,277.10485,276.09758,[M+H]+,FALSE,,_277.10485_7.11_[M+H]+_,,,,,,,,,,,51492,50092,47484,52544,52544,50668,50008,48460,49502,48880,50580,48956,48640,48928,47188,49342,48774,49826,48420,50580,48744,48094,49260,49032,49258,49104,49758,51556,51232,49076,49244,51192,50572,49132,47958,50956,48388,49154,49528,48576,49304,48658,48896,47926,48458,50414,48570
7.12,388.25411,387.24684,[M+H]+,FALSE,,_388.25411_7.12_[M+H]+_,,,,,,,,,,,66170,70354,75764,68252,68252,71380,72372,70460,74590,76240,74744,73458,74776,74294,78798,74956,71878,73342,74478,73334,73980,71788,74004,76344,72966,75292,76018,75352,74396,77712,72422,72920,74354,70874,69452,0,70394,70612,73638,69584,69722,69244,72000,70138,68434,69484,69828
7.12,476.30663,475.29935,[M+H]+,FALSE,,_476.30663_7.12_[M+H]+_,,,,,,,,,,,22578,23764,25406,23062,23062,24590,23204,25126,25240,24536,25972,24848,23924,24144,24438,23232,25262,24752,23928,23846,24080,23862,25682,24082,23928,24040,25106,24450,24248,24844,24702,23596,24076,22872,24724,22370,23214,24204,23478,22846,23742,22982,23572,23794,23378,22626,21780
7.13,261.13087,260.1236,[M+H]+,TRUE,,_261.13087_7.13_[M+H]+_,,,,,,,,,,,100822,88566,76010,86780,86780,87506,85878,84210,77016,77830,77946,78356,75782,78192,76902,75694,75036,74100,77390,76408,75428,76930,80394,78658,75472,75220,77594,77400,78752,77700,75920,77576,77794,75802,75880,81986,75590,74854,78076,73498,74066,77428,76702,75830,75766,81106,78462
7.11,235.18052,234.17325,[M+H]+,FALSE,,_235.18052_7.11_[M+H]+_,,,,,,,,,,,32176,33598,31886,33518,33518,34646,33946,34084,34592,0,33838,34130,32710,33896,34212,32478,31632,34912,33018,34770,32334,33486,34570,33658,34822,34916,35058,35136,37820,35120,34424,33184,32730,33784,34710,33704,31970,32892,35290,33360,32930,33812,32004,32220,34366,33160,33820
7.12,352.33935,351.33208,[M+H]+,FALSE,,_352.33935_7.12_[M+H]+_,,,,,,,,,,,84948,63040,30344,57644,57644,54548,50690,0,23588,24952,25596,28222,0,28658,25898,25820,0,23078,24082,24454,24806,27672,28590,30350,26018,0,22064,23730,22720,24126,22912,22450,21200,22854,23842,19850,22926,23386,21820,22940,22250,21276,21926,21684,22568,21772,21064
7.12,239.14901,238.14174,[M+H]+,FALSE,,_239.14901_7.12_[M+H]+_,,,,,,,,,,,14006,15686,16274,13640,13640,15234,15650,14950,16318,16838,16524,16856,17144,17440,16096,16808,15770,16510,15684,16562,16562,16890,18298,16734,15768,16352,16508,17678,16420,15592,16678,17318,15694,16592,16738,16812,16320,16150,16768,16084,16288,17674,17196,16314,18398,16278,16372
7.12,300.20174,299.19446,[M+H]+,TRUE,,_300.20174_7.12_[M+H]+_,,,,,,,,,,,73790,77396,84862,73000,73000,79016,81084,79730,88674,81578,83468,81546,81728,82820,88120,82924,81168,86098,80708,84676,81740,82480,83374,83260,85456,85816,90506,87236,84264,84706,84374,81700,83690,82258,82976,85160,81784,86672,84172,83744,81716,82148,81490,78956,79718,79930,82320
7.13,256.17548,255.1682,[M+H]+,FALSE,,_256.17548_7.13_[M+H]+_,,,,,,,,,,,17648,20450,19598,18324,18324,21662,19608,21548,20426,21514,21240,20578,20006,22864,20840,20778,23332,21974,20806,22738,21502,20960,21900,20946,20910,21094,22902,22234,21514,21172,21600,21032,21380,20842,21552,22158,21396,20536,21336,21342,20390,20422,20452,21796,20522,22244,20440
7.12,344.22793,343.22066,[M+H]+,TRUE,,_344.22793_7.12_[M+H]+_,,,,,,,,,,,97294,108386,115036,100080,100080,110568,109134,111488,116692,118476,115664,112748,115696,113244,115230,114324,110018,115776,111682,115648,114614,110882,114436,113644,115948,117986,118486,116232,114300,116254,117296,114770,112932,114858,109516,112634,109928,110238,112822,109600,113348,111314,112020,107796,111370,112952,110382
7.12,354.28509,353.27782,[M+H]+,FALSE,,_354.28509_7.12_[M+H]+_,,,,,,,,,,,19844,18786,16264,18604,18604,18270,18828,16020,16148,16330,16198,16750,16810,16358,16550,15076,16200,17152,16094,15946,16374,15860,16690,13838,15226,17266,17058,17386,17220,15726,17440,14876,15890,16004,15418,15800,15556,16150,17880,14640,15194,17816,14678,15512,15102,15932,15834
7.12,526.43156,525.42428,[M+H]+,FALSE,,_526.43156_7.12_[M+H]+_,,,,,,,,,,,35538,35932,35742,36546,36546,38656,38776,37624,39238,37928,37840,37470,36070,37406,36998,37996,39040,38968,42104,37116,37884,39230,38652,40470,38680,42980,41440,41224,39866,41304,38790,42398,39580,41586,38020,39580,41038,39654,40726,41908,41082,38672,39686,42068,42166,41636,39452
7.14,482.40526,481.39799,[M+H]+,FALSE,,_482.40526_7.14_[M+H]+_,,,,,,,,,,,42904,41914,39166,43306,43306,45210,42326,43180,44508,44510,44314,45410,46834,42750,43542,41526,43692,43472,44220,43992,44250,46086,45422,45192,48396,47058,50794,48206,46040,46958,48250,49550,47540,47740,48008,46472,50568,47166,48970,48398,48552,47262,48514,47898,48772,48674,49410
7.14,503.33463,502.32736,[M+H]+,FALSE,,_503.33463_7.14_[M+H]+_,,,,,,,,,,,10900,13318,13270,13634,13634,14186,13686,15258,14370,15334,16230,14602,15356,15686,16902,17424,15972,16516,17262,16884,17284,15216,16232,15262,16302,15732,15680,15474,17106,16478,16266,18422,17314,17362,20512,17246,17378,18108,18380,19142,18008,18050,18028,19690,17858,18216,19114
7.16,415.28144,414.27416,[M+H]+,FALSE,,_415.28144_7.16_[M+H]+_,,,,,,,,,,,13618,14734,14736,16924,16924,15188,15298,15524,16152,16252,16740,15586,15872,16780,15720,17032,16546,17146,17378,17606,16488,16910,16200,16402,18022,16494,16406,17324,17350,16830,17370,17798,17100,17058,17356,17516,16902,16946,17666,16578,16600,17128,18000,17890,17256,17150,17112
7.14,487.3607,486.35342,[M+H]+,FALSE,,_487.3607_7.14_[M+H]+_,,,,,,,,,,,27074,25394,22816,28582,28582,27744,28222,27864,25884,25808,26314,27430,27440,27382,26640,27820,28492,27164,27208,28320,28238,27640,27760,27138,28578,27128,28488,28154,29962,28858,28598,28626,30216,29262,28900,29360,29230,30520,30640,32602,30464,29308,33604,31482,29482,31142,29844
7.14,459.3082,458.30092,[M+H]+,FALSE,,_459.3082_7.14_[M+H]+_,,,,,,,,,,,11476,13726,15024,15220,15220,14902,14370,14540,16922,16746,16486,14780,17198,16380,16816,17176,17518,17410,17500,17604,16902,16834,16884,16056,16722,16946,16694,17058,17000,17052,16592,17182,17394,19244,18338,18950,18274,18904,19002,18808,17814,18674,18032,19374,18616,18242,19394
7.15,355.28311,354.27584,[M+H]+,FALSE,,_355.28311_7.15_[M+H]+_,,,,,,,,,,,34502,31824,26752,32304,32304,29718,29058,30200,26848,28176,26648,27114,26590,26480,26484,26210,25780,24732,25194,26736,26038,25602,25932,25724,25122,26098,26560,26286,26316,27754,25052,25666,25434,23884,25432,25488,24598,25316,27054,23832,24296,25808,23220,23490,23934,23920,24554
7.15,350.3265,349.31922,[M+H]+,FALSE,,_350.3265_7.15_[M+H]+_,,,,,,,,,,,33590,32872,29522,30448,30448,31984,31168,29858,29470,29126,27256,28394,28160,27544,27220,25826,27590,26396,28574,27854,29926,27908,27650,26714,26464,27572,28826,29658,28042,26910,27458,25782,25600,25838,25358,26618,26148,25130,26806,25112,26410,27192,26106,27202,26012,28416,25396
7.15,443.33436,442.32708,[M+H]+,FALSE,,_443.33436_7.15_[M+H]+_,,,,,,,,,,,44640,45582,40564,48612,48612,45322,46638,45350,41582,45412,42982,42982,42556,42842,45260,44908,44872,44888,46308,44918,44118,47566,45006,44862,45308,44390,46366,45860,46672,47858,46776,46702,45728,46166,47758,48056,47682,45712,47590,46224,45582,47872,48560,48448,47158,45966,46022
7.15,399.30816,398.30088,[M+H]+,FALSE,,_399.30816_7.15_[M+H]+_,,,,,,,,,,,46380,45906,37548,44332,44332,43576,45134,46608,39204,39580,38420,38530,40456,39960,38138,38078,39974,39216,38700,37382,41134,40442,42428,40926,39096,38650,39738,39462,39116,39980,41146,39502,40360,39488,41170,40370,39902,42248,39388,41934,40540,41206,39688,41678,41044,39060,40250
7.15,438.37893,437.37165,[M+H]+,FALSE,,_438.37893_7.15_[M+H]+_,,,,,,,,,,,43494,43752,41512,47942,47942,46102,47174,46320,44434,49346,47860,47490,46056,46520,45114,45294,48454,46910,45276,44532,48552,49028,48136,47578,48792,51820,51636,50286,48798,52216,49842,48242,49096,48802,46522,48230,49482,48612,50310,50000,50720,51370,48472,50398,48090,50538,49086
7.15,394.35261,393.34533,[M+H]+,FALSE,,_394.35261_7.15_[M+H]+_,,,,,,,,,,,45142,43880,40410,44408,44408,46222,45032,42828,42574,42580,40598,43648,42674,42238,42436,40890,40830,42126,41418,42668,41184,43632,43776,41638,41662,45014,46144,45042,43972,43824,43344,41208,42316,39672,38140,41346,42782,40170,41030,40122,42158,39598,41588,41652,41278,40574,39812
7.19,352.33932,351.33205,[M+H]+,FALSE,,_352.33932_7.19_[M+H]+_,,,,,,,,,,,88134,0,29992,0,0,51206,50492,49004,27076,24244,0,30244,30452,0,25282,25092,25096,22732,24726,0,24964,29274,29234,27172,26706,24650,21904,0,23206,24230,23540,24496,21568,23998,0,22710,22830,23436,22446,23642,0,0,21634,0,22680,23254,22798
7.19,658.5101,657.50282,[M+H]+,TRUE,,_658.5101_7.19_[M+H]+_,,,,,,,,,,,36734,35928,34574,39156,39156,37874,35966,37230,37660,36248,40100,38040,38586,38640,38996,36798,37694,37460,38622,37738,36348,38938,39198,36856,37342,39964,37586,42032,39118,38850,39522,37970,39940,39114,41210,37632,39238,37958,39774,38522,39326,41022,43018,38502,39136,41110,39854
7.21,708.51123,707.50395,[M+H]+,FALSE,,_708.51123_7.21_[M+H]+_,,,,,,,,,,,13616,0,16686,14042,14042,15754,18158,18542,21540,21238,20094,20620,19634,20534,20986,20728,20908,21442,20598,24934,24748,24360,26188,24906,26020,27670,28212,26692,26622,25916,27028,25542,26566,26368,28372,26248,27288,27526,28410,29560,29730,30604,31100,30424,34250,31106,31474
